,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"6    D. Fisher (23-31), K. Rambis (9-19)
Name: Coaches, dtype: object","6    32
Name: W, dtype: int64-6    50
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"6    B. Donovan (55-27)
Name: Coaches, dtype: object","6    55
Name: W, dtype: int64-6    27
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"6    S. Skiles (35-47)
Name: Coaches, dtype: object","6    35
Name: W, dtype: int64-6    47
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"6    B. Brown (10-72)
Name: Coaches, dtype: object","6    10
Name: W, dtype: int64-6    72
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"6    J. Hornacek (14-35), E. Watson (9-24)
Name: Coaches, dtype: object","6    23
Name: W, dtype: int64-6    59
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"6    T. Stotts (44-38)
Name: Coaches, dtype: object","6    44
Name: W, dtype: int64-6    38
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"6    G. Karl (33-49)
Name: Coaches, dtype: object","6    33
Name: W, dtype: int64-6    49
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"6    G. Popovich (67-15)
Name: Coaches, dtype: object","6    67
Name: W, dtype: int64-6    15
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"6    D. Casey (56-26)
Name: Coaches, dtype: object","6    56
Name: W, dtype: int64-6    26
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"6    Q. Snyder (40-42)
Name: Coaches, dtype: object","6    40
Name: W, dtype: int64-6    42
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"6    R. Wittman (41-41)
Name: Coaches, dtype: object","6    41
Name: W, dtype: int64-6    41
Name: L, dtype: int64","Washington, District of Columbia",30,1
