,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"9    K. McHale (45-37)
Name: Coaches, dtype: object","9    45
Name: W, dtype: int64-9    37
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"9    F. Vogel (49-32)
Name: Coaches, dtype: object","9    49
Name: W, dtype: int64-9    32
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"9    V. Del Negro (56-26)
Name: Coaches, dtype: object","9    56
Name: W, dtype: int64-9    26
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"9    M. Brown (1-4), B. Bickerstaff (4-1), M. D'Ant...
Name: Coaches, dtype: object","9    45
Name: W, dtype: int64-9    37
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"9    L. Hollins (56-26)
Name: Coaches, dtype: object","9    56
Name: W, dtype: int64-9    26
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"9    E. Spoelstra (66-16)
Name: Coaches, dtype: object","9    66
Name: W, dtype: int64-9    16
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"9    S. Skiles (16-16), J. Boylan (22-28)
Name: Coaches, dtype: object","9    38
Name: W, dtype: int64-9    44
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"9    R. Adelman (31-51)
Name: Coaches, dtype: object","9    31
Name: W, dtype: int64-9    51
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"9    M. Williams (27-55)
Name: Coaches, dtype: object","9    27
Name: W, dtype: int64-9    55
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"9    M. Woodson (54-28)
Name: Coaches, dtype: object","9    54
Name: W, dtype: int64-9    28
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"9    S. Brooks (60-22)
Name: Coaches, dtype: object","9    60
Name: W, dtype: int64-9    22
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"9    J. Vaughn (20-62)
Name: Coaches, dtype: object","9    20
Name: W, dtype: int64-9    62
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"9    D. Collins (34-48)
Name: Coaches, dtype: object","9    34
Name: W, dtype: int64-9    48
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"9    A. Gentry (13-28), L. Hunter (12-29)
Name: Coaches, dtype: object","9    25
Name: W, dtype: int64-9    57
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"9    T. Stotts (33-49)
Name: Coaches, dtype: object","9    33
Name: W, dtype: int64-9    49
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"9    K. Smart (28-54)
Name: Coaches, dtype: object","9    28
Name: W, dtype: int64-9    54
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"9    G. Popovich (58-24)
Name: Coaches, dtype: object","9    58
Name: W, dtype: int64-9    24
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"9    D. Casey (34-48)
Name: Coaches, dtype: object","9    34
Name: W, dtype: int64-9    48
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"9    T. Corbin (43-39)
Name: Coaches, dtype: object","9    43
Name: W, dtype: int64-9    39
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"9    R. Wittman (29-53)
Name: Coaches, dtype: object","9    29
Name: W, dtype: int64-9    53
Name: L, dtype: int64","Washington, District of Columbia",30,1
