,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"0    M. Budenholzer (1-1)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"0    C. Finch (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"0    W. Green (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"0    T. Thibodeau (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"0    M. Daigneault (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"0    J. Mosley (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"0    D. Rivers (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"0    M. Williams (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"0    C. Billups (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"0    L. Walton (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"0    G. Popovich (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"0    N. Nurse (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"0    Q. Snyder (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"0    W. Unseld (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Washington, District of Columbia",30,1
