,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"16    M. Fratello (49-33)
Name: Coaches, dtype: object","16    49
Name: W, dtype: int64-16    33
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"16    S. Van Gundy (11-10), P. Riley (41-20)
Name: Coaches, dtype: object","16    52
Name: W, dtype: int64-16    30
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"16    T. Stotts (40-42)
Name: Coaches, dtype: object","16    40
Name: W, dtype: int64-16    42
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"16    D. Casey (33-49)
Name: Coaches, dtype: object","16    33
Name: W, dtype: int64-16    49
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"16    B. Scott (38-44)
Name: Coaches, dtype: object","16    38
Name: W, dtype: int64-16    44
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"16    L. Brown (23-59)
Name: Coaches, dtype: object","16    23
Name: W, dtype: int64-16    59
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"16    B. Weiss (13-17), B. Hill (22-30)
Name: Coaches, dtype: object","16    35
Name: W, dtype: int64-16    47
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"16    B. Hill (36-46)
Name: Coaches, dtype: object","16    36
Name: W, dtype: int64-16    46
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"16    M. Cheeks (38-44)
Name: Coaches, dtype: object","16    38
Name: W, dtype: int64-16    44
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"16    M. D'Antoni (54-28)
Name: Coaches, dtype: object","16    54
Name: W, dtype: int64-16    28
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"16    N. McMillan (21-61)
Name: Coaches, dtype: object","16    21
Name: W, dtype: int64-16    61
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"16    R. Adelman (44-38)
Name: Coaches, dtype: object","16    44
Name: W, dtype: int64-16    38
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"16    G. Popovich (63-19)
Name: Coaches, dtype: object","16    63
Name: W, dtype: int64-16    19
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"16    S. Mitchell (27-55)
Name: Coaches, dtype: object","16    27
Name: W, dtype: int64-16    55
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"16    J. Sloan (41-41)
Name: Coaches, dtype: object","16    41
Name: W, dtype: int64-16    41
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"16    E. Jordan (42-40)
Name: Coaches, dtype: object","16    42
Name: W, dtype: int64-16    40
Name: L, dtype: int64","Washington, District of Columbia",30,1
