,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"5    M. D'Antoni (55-27)
Name: Coaches, dtype: object","5    55
Name: W, dtype: int64-5    27
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"5    N. McMillan (42-40)
Name: Coaches, dtype: object","5    42
Name: W, dtype: int64-5    40
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"5    D. Rivers (51-31)
Name: Coaches, dtype: object","5    51
Name: W, dtype: int64-5    31
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"5    L. Walton (26-56)
Name: Coaches, dtype: object","5    26
Name: W, dtype: int64-5    56
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"5    D. Fizdale (43-39)
Name: Coaches, dtype: object","5    43
Name: W, dtype: int64-5    39
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"5    E. Spoelstra (41-41)
Name: Coaches, dtype: object","5    41
Name: W, dtype: int64-5    41
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"5    J. Kidd (42-40)
Name: Coaches, dtype: object","5    42
Name: W, dtype: int64-5    40
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"5    T. Thibodeau (31-51)
Name: Coaches, dtype: object","5    31
Name: W, dtype: int64-5    51
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"5    A. Gentry (34-48)
Name: Coaches, dtype: object","5    34
Name: W, dtype: int64-5    48
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"5    J. Hornacek (31-51)
Name: Coaches, dtype: object","5    31
Name: W, dtype: int64-5    51
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"5    B. Donovan (47-35)
Name: Coaches, dtype: object","5    47
Name: W, dtype: int64-5    35
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"5    F. Vogel (29-53)
Name: Coaches, dtype: object","5    29
Name: W, dtype: int64-5    53
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"5    B. Brown (28-54)
Name: Coaches, dtype: object","5    28
Name: W, dtype: int64-5    54
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"5    E. Watson (24-58)
Name: Coaches, dtype: object","5    24
Name: W, dtype: int64-5    58
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"5    T. Stotts (41-41)
Name: Coaches, dtype: object","5    41
Name: W, dtype: int64-5    41
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"5    D. Joerger (32-50)
Name: Coaches, dtype: object","5    32
Name: W, dtype: int64-5    50
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"5    G. Popovich (61-21)
Name: Coaches, dtype: object","5    61
Name: W, dtype: int64-5    21
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"5    D. Casey (51-31)
Name: Coaches, dtype: object","5    51
Name: W, dtype: int64-5    31
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"5    Q. Snyder (51-31)
Name: Coaches, dtype: object","5    51
Name: W, dtype: int64-5    31
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"5    S. Brooks (49-33)
Name: Coaches, dtype: object","5    49
Name: W, dtype: int64-5    33
Name: L, dtype: int64","Washington, District of Columbia",30,1
