,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"10    K. McHale (34-32)
Name: Coaches, dtype: object","10    34
Name: W, dtype: int64-10    32
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"10    F. Vogel (42-24)
Name: Coaches, dtype: object","10    42
Name: W, dtype: int64-10    24
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"10    V. Del Negro (40-26)
Name: Coaches, dtype: object","10    40
Name: W, dtype: int64-10    26
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"10    M. Brown (41-25)
Name: Coaches, dtype: object","10    41
Name: W, dtype: int64-10    25
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"10    L. Hollins (41-25)
Name: Coaches, dtype: object","10    41
Name: W, dtype: int64-10    25
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"10    E. Spoelstra (46-20)
Name: Coaches, dtype: object","10    46
Name: W, dtype: int64-10    20
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"10    S. Skiles (31-35)
Name: Coaches, dtype: object","10    31
Name: W, dtype: int64-10    35
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"10    R. Adelman (26-40)
Name: Coaches, dtype: object","10    26
Name: W, dtype: int64-10    40
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"10    M. Williams (21-45)
Name: Coaches, dtype: object","10    21
Name: W, dtype: int64-10    45
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"10    M. D'Antoni (18-24), M. Woodson (18-6)
Name: Coaches, dtype: object","10    36
Name: W, dtype: int64-10    30
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"10    S. Brooks (47-19)
Name: Coaches, dtype: object","10    47
Name: W, dtype: int64-10    19
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"10    S. Van Gundy (37-29)
Name: Coaches, dtype: object","10    37
Name: W, dtype: int64-10    29
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"10    D. Collins (35-31)
Name: Coaches, dtype: object","10    35
Name: W, dtype: int64-10    31
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"10    A. Gentry (33-33)
Name: Coaches, dtype: object","10    33
Name: W, dtype: int64-10    33
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"10    N. McMillan (20-23), K. Canales (8-15)
Name: Coaches, dtype: object","10    28
Name: W, dtype: int64-10    38
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"10    P. Westphal (2-5), K. Smart (20-39)
Name: Coaches, dtype: object","10    22
Name: W, dtype: int64-10    44
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"10    G. Popovich (50-16)
Name: Coaches, dtype: object","10    50
Name: W, dtype: int64-10    16
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"10    D. Casey (23-43)
Name: Coaches, dtype: object","10    23
Name: W, dtype: int64-10    43
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"10    T. Corbin (36-30)
Name: Coaches, dtype: object","10    36
Name: W, dtype: int64-10    30
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"10    F. Saunders (2-15), R. Wittman (18-31)
Name: Coaches, dtype: object","10    20
Name: W, dtype: int64-10    46
Name: L, dtype: int64","Washington, District of Columbia",30,1
