,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"13    R. Adelman (53-29)
Name: Coaches, dtype: object","13    53
Name: W, dtype: int64-13    29
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"13    J. O'Brien (36-46)
Name: Coaches, dtype: object","13    36
Name: W, dtype: int64-13    46
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"13    M. Dunleavy (19-63)
Name: Coaches, dtype: object","13    19
Name: W, dtype: int64-13    63
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"13    P. Jackson (65-17)
Name: Coaches, dtype: object","13    65
Name: W, dtype: int64-13    17
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"13    M. Iavaroni (11-30), J. Davis (0-2), L. Hollin...
Name: Coaches, dtype: object","13    24
Name: W, dtype: int64-13    58
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"13    E. Spoelstra (43-39)
Name: Coaches, dtype: object","13    43
Name: W, dtype: int64-13    39
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"13    S. Skiles (34-48)
Name: Coaches, dtype: object","13    34
Name: W, dtype: int64-13    48
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"13    R. Wittman (4-15), K. McHale (20-43)
Name: Coaches, dtype: object","13    24
Name: W, dtype: int64-13    58
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"13    B. Scott (49-33)
Name: Coaches, dtype: object","13    49
Name: W, dtype: int64-13    33
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"13    M. D'Antoni (32-50)
Name: Coaches, dtype: object","13    32
Name: W, dtype: int64-13    50
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"13    P. Carlesimo (1-12), S. Brooks (22-47)
Name: Coaches, dtype: object","13    23
Name: W, dtype: int64-13    59
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"13    S. Van Gundy (59-23)
Name: Coaches, dtype: object","13    59
Name: W, dtype: int64-13    23
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"13    M. Cheeks (9-14), T. DiLeo (32-27)
Name: Coaches, dtype: object","13    41
Name: W, dtype: int64-13    41
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"13    T. Porter (28-23), A. Gentry (18-13)
Name: Coaches, dtype: object","13    46
Name: W, dtype: int64-13    36
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"13    N. McMillan (54-28)
Name: Coaches, dtype: object","13    54
Name: W, dtype: int64-13    28
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"13    R. Theus (6-18), K. Natt (11-47)
Name: Coaches, dtype: object","13    17
Name: W, dtype: int64-13    65
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"13    G. Popovich (54-28)
Name: Coaches, dtype: object","13    54
Name: W, dtype: int64-13    28
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"13    S. Mitchell (8-9), J. Triano (25-40)
Name: Coaches, dtype: object","13    33
Name: W, dtype: int64-13    49
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"13    J. Sloan (48-34)
Name: Coaches, dtype: object","13    48
Name: W, dtype: int64-13    34
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"13    E. Jordan (1-10), E. Tapscott (18-53)
Name: Coaches, dtype: object","13    19
Name: W, dtype: int64-13    63
Name: L, dtype: int64","Washington, District of Columbia",30,1
