,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"1    M. Daigneault (22-50)
Name: Coaches, dtype: object","1    22
Name: W, dtype: int64-1    50
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"1    S. Clifford (21-51)
Name: Coaches, dtype: object","1    21
Name: W, dtype: int64-1    51
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"1    D. Rivers (49-23)
Name: Coaches, dtype: object","1    49
Name: W, dtype: int64-1    23
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"1    M. Williams (51-21)
Name: Coaches, dtype: object","1    51
Name: W, dtype: int64-1    21
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"1    T. Stotts (42-30)
Name: Coaches, dtype: object","1    42
Name: W, dtype: int64-1    30
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"1    L. Walton (31-41)
Name: Coaches, dtype: object","1    31
Name: W, dtype: int64-1    41
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"1    G. Popovich (33-39)
Name: Coaches, dtype: object","1    33
Name: W, dtype: int64-1    39
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"1    N. Nurse (27-45)
Name: Coaches, dtype: object","1    27
Name: W, dtype: int64-1    45
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"1    Q. Snyder (52-20)
Name: Coaches, dtype: object","1    52
Name: W, dtype: int64-1    20
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"1    S. Brooks (34-38)
Name: Coaches, dtype: object","1    34
Name: W, dtype: int64-1    38
Name: L, dtype: int64","Washington, District of Columbia",30,1
